user_profile_gender,user_profile_age,user_profile_bmi,json_steps
female,28.0,19.299636361899996,3442.9414687921458
female,45.0,32.439096659200004,4242.686106615441
female,44.0,24.050291983000008,1535.009167482768
female,18.0,27.360123954999988,6312.80778329349
female,55.0,32.63344155889997,7794.178424496967
female,61.0,27.14539337140001,2265.044936335035
male,24.0,21.699428026900016,3438.067700935144
female,21.0,22.907576006600014,5807.349376496285
male,45.0,24.858814690400006,3683.896245180111
female,22.0,23.990408282699992,7076.278147217887
female,24.0,20.418285045199994,8255.9085598708
female,19.0,24.10213433000001,8086.9079189692675
male,26.0,27.5583688645,3935.4605424420697
female,33.0,52.27117036150002,4111.187847076837
male,45.0,28.07634377620001,3798.65347098551
male,55.0,24.197426347899988,8634.110791043708
female,25.0,18.80252011189999,3770.9163714312917
female,21.0,27.4176090551,6534.146324001685
male,68.0,35.185665265199994,2578.769585253456
male,28.0,29.5005498414,5034.85956383573
male,42.0,29.939963076099975,20161.14828207265
female,22.0,,5800.497325718196
female,23.0,27.11032526959999,3928.919939524061
female,19.0,20.947594903100015,6459.42418868808
male,76.0,24.175231919899964,15036.510790495511
female,30.0,18.1847954548,7605.414602239531
female,67.0,22.998733331300002,6105.096572764941
female,23.0,25.698803447399996,4609.731707317073
female,48.0,19.79989851489998,9174.630904729327
female,47.0,38.19353027030001,3746.6570048309177
male,71.0,24.17954262679998,3328.1131795537603
male,56.0,19.193337012699935,11485.840169892137
male,25.0,24.79681602560001,7224.937293729373
male,47.0,25.28197786379998,11125.524027002308
female,33.0,29.436657606800033,5098.532757743215
male,,40.89914605710004,4525.154851983647
male,53.0,31.58829555700002,3193.4779427779094
female,36.0,25.13890567529999,2259.1646613522535
male,30.0,28.186432980900005,5819.5690607734805
male,46.0,29.72661417059999,5836.847643999351
female,67.0,26.859398004700015,6382.962314599741
male,60.0,23.183914401000017,13706.620574514689
female,21.0,25.667594541300012,6096.707601905748
male,56.0,26.6997221112,6724.942399679739
male,54.0,29.36950308869998,3945.4863387978144
male,18.0,21.454673208100004,6880.949791754373
male,33.0,35.68947134180003,5774.646222065021
male,,29.56173402629998,5451.383008107849
female,68.0,28.41115501719998,2160.3340365936015
male,69.0,27.96676325529999,4461.567915374134
male,44.0,37.699212590300014,7623.780013267624
female,25.0,23.148616965300008,5759.893640586053
female,67.0,56.56232037359997,2953.348399867037
female,33.0,24.377559916800006,4407.67312427215
female,61.0,22.600392470400024,4023.2396111362123
female,53.0,29.578497555800013,3413.1407777751538
male,28.0,24.52991883370002,5990.094183088286
male,35.0,33.23121858760003,8961.845716368782
female,62.0,21.448650057600013,3414.808337235199
female,63.0,29.03792658790001,4586.846036318253
male,72.0,30.21712600549997,3871.686441295629
male,25.0,26.126254979599988,5646.290676364635
female,33.0,23.82590249609997,6129.4611872146115
female,26.0,28.78266354080001,4106.8875082157
female,21.0,22.572102262899993,7638.257447936196
female,61.0,32.58347726440001,6040.34375365377
female,56.0,20.33324406409998,4159.225931863161
female,30.0,31.281913540900003,2624.931109394703
male,,23.509780308000014,8462.02267163742
female,66.0,29.9623373991,2821.45162921184
female,28.0,21.767958722699987,8047.042878377387
male,22.0,28.17515234439998,5152.527591890166
male,32.0,11.482699765699987,6721.629611787381
male,69.0,35.34604154280004,5525.071146488965
female,25.0,23.159562531000002,3603.3749929596165
female,67.0,31.918038675299986,3381.1921474741025
female,19.0,20.0072871374,4357.898982293311
female,44.0,24.36638450600001,2945.8623666464364
male,43.0,35.32647307920001,4281.091690544413
female,28.0,27.941030661399996,2959.691275167785
female,46.0,19.28191402970001,8186.1656156752415
female,49.0,23.981786327399973,2525.988675395203
male,46.0,27.426807996999983,6135.223530144064
male,33.0,25.54105248359999,7399.765332913079
male,58.0,32.9895239298,11264.296107787786
male,30.0,22.1123209784,8815.059459459459
female,25.0,19.331565683300013,6123.9704354372625
female,57.0,29.929872692300016,1772.706188564386
male,69.0,29.748147019500013,3426.2618101238772
female,19.0,19.16761834700002,9047.343945093939
female,61.0,24.67303154889999,7286.612703820302
female,21.0,24.8199055285,7633.820527356793
male,20.0,23.50606963489998,6457.4211734175815
female,33.0,24.606237292100005,6525.225589225589
male,33.0,28.949456157500048,7999.733193277311
male,39.0,24.037310023100005,7055.35197752189
female,25.0,21.621624228700004,4909.4884887446615
female,31.0,22.232842673799993,5130.431628538368
male,25.0,24.401116672899995,4805.485042827547
male,58.0,27.935662626699997,5627.7364231286965
female,25.0,28.835078091399982,4758.011303030447
female,40.0,20.00461826030002,8720.81584582441
male,63.0,31.28883540519998,4913.168261389984
male,46.0,26.551296338800018,5985.722041327215
male,42.0,34.32258742289998,9797.440995018305
female,,20.267449202200016,7316.86685267994
male,70.0,26.031672232199984,4845.318030968904
male,48.0,27.752775536099993,5339.093353719623
male,56.0,29.109305501900028,5901.059547972893
female,,22.053513099499995,4736.815692842835
female,39.0,20.1723103992,7029.663252793856
male,30.0,23.511463983899972,4925.670538322155
male,35.0,23.72598060660002,11509.347457627118
female,39.0,66.96549531429997,1812.223776890479
male,26.0,30.58000896710001,6553.902717060555
female,26.0,29.771234878500017,5359.750539650479
male,37.0,,4125.299970043052
male,57.0,27.123754055500044,4244.484614880024
male,33.0,18.0315387247,5620.3273062954795
male,36.0,28.599694955400068,9757.910966425288
male,35.0,21.087287448099993,9300.070422535211
male,21.0,23.663272407399987,6404.249741498162
male,41.0,38.93293361580002,5804.99508237321
male,24.0,23.759036279099984,4235.9282486385855
female,26.0,36.44734562409998,3131.7210187972737
female,,20.17809141680003,6584.257713425489
male,27.0,29.717819964,7206.548127815214
male,19.0,18.930617925900012,5457.293662153904
male,41.0,32.45060581580001,6341.591506732676
female,29.0,22.1690765761,5964.337241189091
female,29.0,28.298507866399987,4205.552699845985
female,21.0,26.56080850250005,7946.586572466451
male,35.0,23.82899037640002,6512.791380981684
male,51.0,28.645201680400007,2767.509653928616
male,30.0,20.5782034806,1959.0980392156862
male,31.0,26.14234921549999,4178.371102444165
male,32.0,24.76292104039999,5879.273622977808
male,33.0,30.564516754499955,2832.6077908957295
female,20.0,22.08839860659999,4181.17984374674
male,24.0,32.29155143870002,5635.470807834388
male,58.0,29.59877965029999,12992.062721817008
male,42.0,24.179542626799982,4731.38701104187
male,49.0,26.379964960200017,4533.7432082676705
male,28.0,27.0241912456,9903.845976609407
male,32.0,25.277969735999992,2783.9465838091287
male,42.0,35.592018342699994,4594.733036708683
male,29.0,26.318196158100008,6544.074183872755
male,22.0,26.86433318320001,7926.582055673101
male,21.0,32.868010426299996,7565.781951096517
female,34.0,21.724026583799997,9423.263491249516
female,76.0,,6227.300692623088
male,41.0,,6873.025941726052
male,45.0,24.692786261299982,7110.690366360922
male,78.0,34.505629654399996,2370.649092068989
male,23.0,20.62372489799999,6950.962834457684
female,22.0,21.617306451600005,6727.19334459661
female,23.0,20.856413339599982,5186.9233839967565
male,45.0,21.654913183199994,4494.824332473632
female,32.0,18.78750837949999,7546.061977214947
female,40.0,28.53676222600004,9036.674599598318
female,24.0,25.585417968999995,5663.535773302721
male,20.0,29.66448691510001,9865.51804478665
male,32.0,24.257287060200003,8759.162923268153
male,27.0,32.468073232800045,5588.141348363282
male,30.0,24.235152300600006,6306.182313962926
male,23.0,22.23294967809997,6154.99524254517
male,41.0,36.022839736800016,7493.68457329
male,34.0,31.81774793980002,8013.642064012051
male,,21.51752238899999,7242.829508362805
female,23.0,26.246216891199996,3444.96753739871
male,24.0,,6654.2855384352615
male,22.0,31.54505906179998,8018.021645021645
female,38.0,32.07100052200001,4490.367524546931
male,36.0,25.601865390599993,5858.0601510351935
male,44.0,26.337645441200007,5050.857713393281
male,64.0,33.14317825950001,4913.154210844733
male,33.0,28.027118042999984,7469.310152351773
male,72.0,27.939971607400015,4893.744449942343
male,34.0,25.82102639070001,6777.96092061913
male,27.0,27.419175701100013,6217.685086867162
male,34.0,20.9476309227,5055.140212045169
female,32.0,30.171143859799997,12179.454472833026
female,19.0,22.586783056400005,5207.5688726902345
male,26.0,20.822853179800003,3997.4228084513056
male,50.0,41.91290616970001,5684.589700903987
male,22.0,22.552734957899975,7823.341965497538
female,26.0,22.743100130000006,5722.447560890503
male,23.0,24.178657290100002,11214.613000117188
male,37.0,24.867708157700005,5835.356109998482
female,26.0,22.06324342120001,3440.091021516939
male,82.0,22.78973696399999,7436.41397608878
male,38.0,29.338021431000012,5938.60282000155
male,30.0,26.1031857365,5377.1519253744245
male,49.0,29.576688728999958,5843.837077993861
male,22.0,23.050742666000005,10127.914092009465
male,35.0,27.170303088599976,6762.656891404041
male,43.0,36.007105242799994,7709.713248552314
male,43.0,,7565.752255843948
male,26.0,21.33944491720001,3710.6588283252304
male,58.0,26.473629722200016,3895.068669135465
male,20.0,23.98041350280001,6081.698207867412
male,30.0,24.46400783419997,6397.843593118314
male,33.0,28.173618343600015,7252.662714803899
male,20.0,20.669254843900024,5219.055172103305
male,61.0,33.85135967730002,5820.609604959827
male,24.0,24.725455202600003,5742.8426724137935
male,35.0,29.655513490799994,7891.962911623436
male,32.0,23.486777258299988,4828.323701104811
female,20.0,30.592369337299992,5066.733897050072
male,33.0,28.941028991200017,6889.000609142723
female,22.0,21.0742156231,5929.924893014087
female,22.0,29.674839043999906,4670.720674448609
female,25.0,27.413301534000013,5866.753303306945
male,44.0,44.68942398599999,4094.579797310208
female,22.0,23.418982037900008,6843.631824176679
female,21.0,26.718447965600017,7360.456665421212
male,30.0,21.634991915300006,9717.93713313333
male,64.0,37.5705891428,4368.898772968526
male,37.0,25.807579458799985,8764.599424070226
male,47.0,28.403850956299998,6831.120433538803
male,,21.779036122100017,9368.744363053906
male,,18.93061792589999,3724.632590807132
female,21.0,24.457992209200018,8758.836923278614
male,52.0,26.130341251199983,7335.468538130934
male,33.0,21.32270393839999,5983.55130579356
male,33.0,33.407794409499985,4295.656798002688
male,19.0,25.174825174800013,6362.881013793825
male,42.0,26.031670159100024,5097.052477812272
female,21.0,27.529463732900005,5946.329283094517
female,22.0,20.15203696790001,7604.294701863203
female,25.0,36.022844105999994,3918.049587439484
female,25.0,23.8963922371,5351.287652128693
male,46.0,22.026654253400007,2834.1068720087387
male,21.0,,6521.894019830704
female,26.0,20.988285219699975,7321.069951853887
male,56.0,37.8622722673,5563.22977880854
male,30.0,22.746614985000004,5203.829139823503
female,60.0,31.126020280499997,4299.526603734955
male,59.0,34.533772311499945,6776.301340542727
male,25.0,25.339978392200006,5129.021358674387
male,55.0,23.329762591399984,7248.2918842835925
male,18.0,18.1554071947,4484.764202473813
male,37.0,33.051587384,5313.753869912791
female,24.0,25.23409297130001,4714.175794679955
male,46.0,29.155975513200012,4736.8324002394265
male,36.0,29.812988271300007,3746.3998828125145
female,46.0,21.138018844299978,10226.62219379347
male,34.0,27.71076986629999,8969.982257613876
male,32.0,27.932382965799995,6217.322000778513
male,40.0,25.933585436099982,5461.262197008915
male,59.0,22.37307017970002,6399.284597001134
male,21.0,19.096802728200046,6544.924420962879
male,39.0,27.723148096999974,4139.303680419905
female,38.0,39.08176363279997,3911.4973515252273
female,19.0,20.692227645999996,7241.289465458097
female,56.0,25.16836341520001,3981.120690624743
male,52.0,34.9340929046,3332.865610550397
male,61.0,35.68421479020002,5548.532599336111
male,23.0,23.271330311099984,8313.983363486974
female,49.0,23.96371720729999,5956.173808219627
male,26.0,29.967673925699973,5846.96044572417
female,26.0,21.867602997400002,8620.392147560357
male,29.0,23.596388951600005,4211.267719343579
female,21.0,22.024899783800013,7937.67445247598
female,21.0,21.499750185699998,6938.759787886383
male,27.0,15.326838260300004,4494.643893771717
female,25.0,19.550086376600003,5480.438046117516
female,21.0,18.276181753099994,6875.315843441352
male,41.0,31.597941490899988,4616.539660386274
male,26.0,30.380048039100004,6356.35352945564
male,26.0,21.454673991299984,3477.972186963661
female,32.0,19.25429310869999,4372.051046178445
male,53.0,22.13279680200001,6510.551423653532
male,45.0,28.43002645649999,3808.6292530147684
female,31.0,22.35588581030001,4161.541608231901
female,38.0,20.4611865711,4712.650129711347
female,22.0,18.171543341400014,4054.2034765864423
male,40.0,28.72897436350001,6023.348530986228
female,22.0,20.973441409500005,3743.3755366766095
male,59.0,28.6880113603,6019.818342707046
male,36.0,29.5711737405,3797.979660519497
male,24.0,23.8796223265,6046.953917070421
female,,22.229172287500038,6840.114955594775
male,51.0,26.565662542099982,6996.319978570885
male,48.0,31.75111802519998,7354.597193733526
male,38.0,22.600392470400024,8957.137239002048
female,28.0,21.89371621369999,4353.531117365933
female,24.0,17.590612369000006,3620.0899889334137
male,43.0,20.807428001099996,5532.421900228819
female,35.0,29.88097946929998,5164.318323084489
male,58.0,33.01516977899998,8624.247494064175
male,20.0,23.8484932511,9744.94394798767
female,21.0,20.308890438099986,8366.41275405222
male,45.0,30.259011991099978,7479.923859580195
female,23.0,21.597397847,5993.222778829936
male,,32.07455681100001,6868.024786604054
male,67.0,25.04733977959997,7370.166948222835
male,30.0,20.832178389799996,6226.967643771555
male,23.0,21.6374268948,8891.450307619998
male,54.0,21.244366206199995,4766.246942822489
male,43.0,32.63431569590003,4917.142864875039
male,37.0,27.703211781100002,6044.769661578193
female,58.0,21.397818981899967,3909.959634015602
male,27.0,28.342702741899988,8446.709359859797
male,25.0,24.137931034500003,5053.7442183060475
male,47.0,26.859397422199965,8134.05799828509
male,65.0,25.086088738099992,3872.6682583804536
female,36.0,32.789881129599976,3853.19633270393
female,45.0,25.269286748799974,7765.7598019948755
male,24.0,25.086435872500022,14585.958877417355
female,29.0,21.26288214989998,5858.811551524188
male,62.0,29.764346224899832,8459.333997479247
male,40.0,26.489251240399998,4823.432170635855
male,44.0,24.657938627399986,5405.420126852153
male,62.0,21.11406884419996,8017.9309161635465
female,30.0,28.56484842810002,4302.72492572533
female,28.0,29.6745982572,4827.972978984635
female,25.0,23.5433773344,3811.470444303596
male,,27.65765692449998,5900.508771929824
male,31.0,26.379700388399996,11683.262440347948
female,26.0,23.35373888610001,4657.27032605216
male,,31.565214816999973,5939.212233866398
female,30.0,25.855313681199977,5172.417705934291
male,,26.379964960200017,6559.115143752709
female,44.0,26.41020946109998,3728.060824281128
female,72.0,,7934.10974538484
female,44.0,26.410209471599995,2565.852493837856
male,37.0,21.45636294630001,5943.827656810099
female,58.0,,5337.760881999498
male,32.0,22.572314205100007,4932.973604114034
male,45.0,20.867430835200018,2739.4708335477508
female,27.0,26.1147709237,5333.637837305237
male,23.0,23.71299086210001,5783.141666666666
male,37.0,42.44814047949997,4452.618449901227
female,21.0,,6586.304214225549
female,29.0,32.62052648159997,5946.292202652117
male,35.0,20.7842148171,11481.219482948394
male,21.0,28.7533008998,7513.721245023851
female,30.0,28.205577219400027,6628.296087406063
female,37.0,22.580574543500003,6983.893558589867
female,31.0,31.018806529199995,4556.1544777775625
male,33.0,25.622428397799993,9131.79801980198
male,27.0,35.40727728070001,5794.115218664795
male,39.0,25.77350481629998,5987.70684039088
female,21.0,26.14015600940001,8585.014759608424
female,28.0,22.056395534400025,5701.016807055386
male,45.0,27.8522910552,11301.794525518533
male,21.0,20.050207737499992,7643.749746964332
male,31.0,28.34606527439999,10526.098467293645
male,45.0,33.79184571270001,3967.688287133109
male,45.0,27.36324233610002,5781.161081909921
male,31.0,38.447019125,3445.2459676500807
male,28.0,,6748.710401904651
male,43.0,35.97897857430001,5155.325525490966
female,19.0,18.17382424079998,5720.092967531336
female,62.0,25.75346977989998,2995.2307494017446
female,33.0,,2308.228588719481
female,59.0,28.818955116400026,4491.818622575233
male,59.0,29.89350825790002,8855.684470552556
male,30.0,33.050054163000006,4258.466013456625
male,40.0,25.546896086799993,4208.710843373494
male,64.0,29.664254756499993,4970.179363959546
male,29.0,23.204833126000015,5664.791979025062
male,20.0,24.641253010699987,8534.904797167736
male,25.0,29.290998967899974,7318.088354756806
male,36.0,30.466223709699992,7052.6474820143885
male,37.0,27.0714920732,6528.605359468023
male,32.0,30.4656320606,5873.371212121212
male,57.0,21.82388499880002,16899.352905732158
male,22.0,34.06252861080001,3642.4041816744448
male,32.0,23.511049389399933,6266.993460865271
female,21.0,36.06433081589997,5103.770664432744
female,68.0,28.245008417399983,1668.4504563672988
male,46.0,30.73558130099999,3972.1334612652795
male,58.0,25.391848333999985,6532.421435337918
male,51.0,22.86236461550001,6085.213019441171
male,38.0,28.519248264,6269.543530473964
female,37.0,23.52964626419999,7418.166556940872
female,26.0,18.350920108599954,7505.434574067094
male,36.0,19.776324609999982,6597.602294921925
male,38.0,26.080852910799997,4557.272727272727
male,59.0,31.181529964399964,5812.132493839764
male,52.0,27.51718165359993,11767.695993212921
male,29.0,23.930665066400014,6256.225260293746
female,38.0,20.76812366540002,4168.13924156335
female,36.0,24.13398025499999,6120.396917092802
male,76.0,27.33450502119997,8034.059938259493
female,60.0,28.549370721500043,5564.857084148274
female,62.0,22.285517423600012,3847.9156792996905
female,23.0,32.77721391340002,5265.300932365582
male,33.0,25.373726847400004,9315.026900603922
male,46.0,27.189262725400063,3071.3481781376518
female,45.0,19.007028421699975,4740.579092581088
male,32.0,30.254392053700016,12551.144782927471
male,73.0,28.706564351599962,6258.469788907209
female,66.0,23.870955014400007,3478.5467679278067
male,31.0,26.2685391755,8144.138809957541
male,51.0,32.46195728049999,8591.769656450238
male,51.0,23.3140752388,6773.419087469631
male,61.0,28.940837151300002,4808.393220808513
male,35.0,30.10641270899999,6777.141552511415
female,38.0,,4317.286891276788
female,,,3823.8933649743967
male,20.0,23.365420763999982,10530.392551165989
female,27.0,25.254361254699983,3932.7862455999407
female,23.0,19.815438263100006,2685.967048858093
female,48.0,22.71442917680001,2726.428630384023
female,21.0,22.094488965800007,5742.470178346502
male,41.0,24.46811892640001,6316.734795632291
male,18.0,22.366568864300003,7419.530120550298
female,26.0,22.811503347499986,4724.9396584215765
female,28.0,35.68499280080003,5176.735180984017
male,67.0,21.245346282199993,9850.100291649189
male,29.0,25.4813274519,7928.147584900035
male,44.0,22.539423405899996,7490.7750161637805
male,22.0,29.072020386200098,3654.0724004207723
male,26.0,23.71299086210001,6542.449010284679
male,44.0,31.272087825600007,6926.87329368689
male,31.0,27.793630383099988,11019.636561847696
female,61.0,26.180928607799984,2566.498483854876
female,28.0,23.170874255300024,2795.643863081691
female,27.0,28.702730709299978,2831.4760707396576
male,50.0,29.260327162499987,3487.717451665967
male,64.0,26.501550474500064,2822.2080890513507
male,58.0,28.79259282989997,7246.337117411347
female,57.0,24.33639964570006,6081.887285284061
male,50.0,,4236.229166666667
male,23.0,21.957490359699992,5002.103362457541
male,19.0,21.71208936239999,5151.265060240964
male,40.0,26.256138640600028,6422.9224124621205
male,49.0,24.89734988510004,3922.6689858235854
female,19.0,24.512534999799986,7157.141555811204
male,33.0,27.03813106339999,5960.047091412743
male,47.0,25.86339352730002,8864.630064630048
male,29.0,26.81421891640002,5581.393516352189
female,25.0,19.46647138120003,9113.490396311623
female,20.0,20.310347256599993,6330.674843817311
male,43.0,35.8328292058,4122.748571428571
male,41.0,35.38266666360002,8138.068565683418
female,68.0,28.252107021000015,5981.653380748249
female,20.0,18.849606405099994,6547.248746268386
female,42.0,26.094718222100017,8357.21297460775
female,27.0,13.394607664299999,3423.9205853982517
male,66.0,34.920204730000016,4190.0613929644105
female,18.0,31.20829884430002,4231.856969897911
male,45.0,23.3869914915,4244.282477741549
male,34.0,25.141447824499963,5502.540851206172
male,47.0,40.04872332169999,4549.684833602706
female,21.0,26.434005427500036,3694.4290388469367
male,58.0,19.735556611699987,4699.977219930096
male,69.0,27.710105364900006,9901.060123122872
female,50.0,22.530918999700013,5760.953837808735
female,50.0,25.867547850799994,5426.9414400358655
female,19.0,25.639172970100002,4750.703914176246
female,29.0,20.416494093400015,4802.558875966515
male,29.0,23.68693206939998,4677.300100567141
male,58.0,20.734818373100044,8864.504507607002
female,21.0,22.248705536699987,7247.957920856748
male,25.0,35.04263421800002,6536.572839805221
female,22.0,30.06730876999999,4488.886165364572
female,28.0,26.59275592340005,2742.165526108094
male,20.0,23.17104706470001,7314.848095396637
female,20.0,19.43659617510001,8131.286147417881
male,48.0,33.13108647119999,3839.7142499441447
male,35.0,22.079020560300016,8002.655398952471
